feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
North Lanarkshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,White
Inverclyde,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,All,All,All,White
South Lanarkshire,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,All,All,All,White
South Lanarkshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,16,All,All,All,All,All,White
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,All,All,All,White
South Lanarkshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,All,All,All,White
North Lanarkshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,All,All,All,White
Shetland Islands,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,7,All,All,All,All,All,White
East Ayrshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
Shetland Islands,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,3,All,All,All,All,All,White
East Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,All,All,All,White
Moray,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,11,All,All,All,All,All,White
Shetland Islands,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,7,All,All,All,All,All,White
South Lanarkshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,All,All,All,White
South Ayrshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,White
Scotland,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,White
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,All,All,All,All,White
Renfrewshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,28,All,All,All,All,All,White
Shetland Islands,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,White
North Lanarkshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,All,All,All,White
Shetland Islands,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,All,All,All,White
East Lothian,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,White
East Ayrshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,All,All,All,All,White
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,All,All,All,All,White
South Ayrshire,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,White
East Lothian,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,All,All,All,All,White
Aberdeenshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,80,All,All,All,All,All,White
Argyll and Bute,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,All,All,All,White
North Lanarkshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
Scottish Borders,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,83,All,All,All,All,All,White
Scotland,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,All,All,All,All,White
South Ayrshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,All,All,All,All,White
Aberdeenshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,All,All,All,White
North Ayrshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,All,All,All,All,White
Argyll and Bute,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,All,All,All,All,White
East Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,All,All,All,All,White
Glasgow City,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
Argyll and Bute,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,All,All,All,White
North Lanarkshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,All,All,All,All,All,White
Shetland Islands,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,84,All,All,All,All,All,White
South Ayrshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,All,White
Aberdeen City,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,All,All,All,White
Stirling,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,All,All,All,White
South Lanarkshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,61,All,All,All,All,All,White
Shetland Islands,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,All,All,All,All,All,White
South Lanarkshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,68,All,All,All,All,All,White
West Lothian,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,40,All,All,All,All,All,White
South Lanarkshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,All,White
Na h-Eileanan Siar,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,All,All,All,All,White
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,All,All,All,White
Moray,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,80,All,All,All,All,All,White
Na h-Eileanan Siar,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,9,All,All,All,All,All,White
Scottish Borders,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,All,All,All,White
North Lanarkshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,All,White
East Lothian,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,84,All,All,All,All,All,White
City of Edinburgh,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,68,All,All,All,All,All,White
Angus,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,White
Dundee City,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,All,All,All,White
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,All,All,All,All,White
Moray,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,All,All,All,All,All,White
Aberdeenshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,White
Dumfries and Galloway,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,All,White
Inverclyde,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,All,All,All,All,All,White
Scotland,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,All,All,All,All,White
Dundee City,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,71,All,All,All,All,All,White
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
East Lothian,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,All,All,All,All,White
Dumfries and Galloway,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,All,All,All,White
West Lothian,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,All,All,All,White
Highland,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,White
Moray,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
Midlothian,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
East Renfrewshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,55,All,All,All,All,All,White
East Lothian,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,86,All,All,All,All,All,White
Angus,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,All,All,All,All,White
North Ayrshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,All,All,All,White
Dumfries and Galloway,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,84,All,All,All,All,All,White
Na h-Eileanan Siar,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,All,All,All,All,White
Scottish Borders,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,All,All,All,White
Perth and Kinross,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,All,All,All,White
Clackmannanshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,All,White
West Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,All,All,All,White
Clackmannanshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,White
Orkney Islands,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,All,All,All,White
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,White
Dumfries and Galloway,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
City of Edinburgh,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,All,All,All,All,All,White
Glasgow City,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,White
East Dunbartonshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,All,All,All,White
East Ayrshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,All,White
Clackmannanshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,All,All,All,White
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,53,All,All,All,All,All,White
Aberdeen City,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,All,All,All,White
Fife,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,All,All,All,White
Perth and Kinross,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,All,All,All,White
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,47,All,All,All,All,All,White
Angus,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,All,All,All,All,White
Renfrewshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,56,All,All,All,All,All,White
East Ayrshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,All,White
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,All,All,All,All,All,White
Clackmannanshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,White
Dundee City,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,All,White
Glasgow City,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,All,All,All,All,White
Moray,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,All,All,All,White
Aberdeen City,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,19,All,All,All,All,All,White
Inverclyde,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,All,All,All,All,White
East Lothian,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,All,All,All,All,White
Clackmannanshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,All,White
Scottish Borders,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,White
Moray,2015,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
Orkney Islands,2016,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,All,White
East Renfrewshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,All,All,All,White
East Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,56,All,All,All,All,All,White
Clackmannanshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,68,All,All,All,All,All,White
Renfrewshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,All,All,All,White
South Ayrshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,All,White
Fife,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,All,All,All,White
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,All,All,All,White
East Ayrshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,79,All,All,All,All,All,White
East Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,All,White
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,12,All,All,All,All,All,White
Dundee City,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,All,All,All,White
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,All,All,All,White
Angus,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,All,All,All,All,White
Argyll and Bute,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,White
East Ayrshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,All,All,All,White
Clackmannanshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,All,All,All,All,White
North Ayrshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,All,White
East Lothian,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,87,All,All,All,All,All,White
Highland,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,81,All,All,All,All,All,White
Angus,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,All,All,All,White
East Renfrewshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,31,All,All,All,All,All,White
City of Edinburgh,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,All,All,All,White
East Ayrshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,All,All,All,White
Argyll and Bute,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,All,All,All,All,White
Highland,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,All,All,All,White
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,All,All,All,All,White
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,All,White
Orkney Islands,2013,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
South Ayrshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,White
Shetland Islands,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,All,All,All,White
Shetland Islands,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,White
Argyll and Bute,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
North Lanarkshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,All,All,All,White
South Ayrshire,2015,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,All,All,All,White
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,White
East Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,All,White
Shetland Islands,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,All,All,All,White
North Lanarkshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
Highland,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,71,All,All,All,All,All,White
Scottish Borders,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,All,White
Angus,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,All,All,All,White
Aberdeen City,2017,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,All,All,All,White
East Lothian,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,All,All,All,All,White
Falkirk,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,All,All,All,All,White
Shetland Islands,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,79,All,All,All,All,All,White
North Lanarkshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,All,All,All,All,White
Shetland Islands,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,83,All,All,All,All,All,White
Aberdeen City,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,61,All,All,All,All,All,White
Falkirk,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,All,All,All,White
Shetland Islands,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,All,All,All,White
West Lothian,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,23,All,All,All,All,All,White
East Lothian,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,All,All,All,All,White
South Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,All,All,All,All,White
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,All,All,All,White
South Ayrshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,All,All,All,White
Midlothian,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,All,All,All,White
East Renfrewshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,61,All,All,All,All,All,White
Angus,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,All,White
West Dunbartonshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,White
South Lanarkshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,All,White
Angus,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,All,All,All,All,White
Perth and Kinross,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,All,All,All,All,White
Stirling,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,All,All,All,All,All,White
East Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,All,All,All,All,White
Scotland,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,All,All,All,All,White
Scotland,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,All,All,All,White
South Ayrshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
City of Edinburgh,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,All,All,All,All,White
West Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,52,All,All,All,All,All,White
East Ayrshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,All,All,All,White
Clackmannanshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,1,All,All,All,All,All,White
Scotland,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,All,All,All,All,White
Fife,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,78,All,All,All,All,All,White
Fife,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,80,All,All,All,All,All,White
Stirling,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,All,All,All,White
Na h-Eileanan Siar,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,All,All,All,White
Glasgow City,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,59,All,All,All,All,All,White
Falkirk,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
Midlothian,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,80,All,All,All,All,All,White
East Lothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,8,All,All,All,All,All,White
Perth and Kinross,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,11,All,All,All,All,All,White
Moray,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,All,All,All,White
Scottish Borders,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,All,White
North Ayrshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,30,All,All,All,All,All,White
Midlothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
Shetland Islands,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,5,All,All,All,All,All,White
North Ayrshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,30,All,All,All,All,All,White
Stirling,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,81,All,All,All,All,All,White
Fife,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,All,All,All,White
Highland,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,All,All,All,All,White
Clackmannanshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,All,All,All,All,White
East Lothian,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,All,All,All,All,White
Renfrewshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,All,All,All,All,White
Dundee City,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,59,All,All,All,All,All,White
Aberdeenshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,All,All,All,All,White
Stirling,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,All,All,All,White
Glasgow City,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,55,All,All,All,All,All,White
Inverclyde,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,All,All,All,All,White
Highland,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
South Lanarkshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,All,All,All,All,White
Dumfries and Galloway,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,9,All,All,All,All,All,White
Perth and Kinross,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,All,All,All,All,White
East Lothian,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,All,All,All,All,White
South Ayrshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,All,All,All,All,White
Stirling,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
East Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,All,All,All,White
Orkney Islands,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,90,All,All,All,All,All,White
Inverclyde,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,White
Glasgow City,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,All,All,All,White
Fife,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,78,All,All,All,All,All,White
East Lothian,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,All,All,All,All,All,White
Dundee City,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,50,All,All,All,All,All,White
Angus,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,All,All,All,White
East Ayrshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,All,All,All,All,White
Falkirk,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,All,All,All,White
East Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,All,All,All,All,White
West Lothian,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,52,All,All,All,All,All,White
Argyll and Bute,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
Falkirk,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,56,All,All,All,All,All,White
Orkney Islands,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,86,All,All,All,All,All,White
Falkirk,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,White
Na h-Eileanan Siar,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,All,All,All,White
Na h-Eileanan Siar,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,All,All,All,All,White
West Lothian,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,White
Renfrewshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,All,All,All,All,White
West Lothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,White
West Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,55,All,All,All,All,All,White
Perth and Kinross,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,All,All,All,White
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,48,All,All,All,All,All,White
West Lothian,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,81,All,All,All,All,All,White
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,All,All,All,All,White
Aberdeenshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,All,All,All,All,White
North Lanarkshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,61,All,All,All,All,All,White
South Ayrshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,All,All,All,White
Scottish Borders,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,81,All,All,All,All,All,White
Dumfries and Galloway,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,91,All,All,All,All,All,White
Falkirk,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,All,All,All,All,All,White
Argyll and Bute,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,All,All,All,All,White
Moray,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,All,All,All,White
Stirling,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,84,All,All,All,All,All,White
East Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,70,All,All,All,All,All,White
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,All,All,All,All,White
East Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,All,All,All,All,White
Aberdeen City,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,All,All,All,All,White
West Lothian,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,All,All,All,All,White
